0,00;-70,00
0,40;-70,00
0,40;-70,00
0,80;-69,72
1,00;-65,78
1,00;-65,78
1,15;-56,94
1,30;-48,28
1,50;-34,49
1,50;-34,49
1,70;-15,21
1,90; 10,96
1,90; 10,96
2,00; 29,44
2,10; 39,64
2,30; 14,19
2,40;-16,24
2,50;-45,10
2,60;-65,76
2,70;-78,98
3,00;-87,38
3,00;-87,38
3,30;-84,70
3,60;-80,08
4,00;-75,12
4,00;-75,12
4,50;-71,00
5,00;-70,00
5,00;-70,00
5,50;-70,00
6,00;-70,00
